"ID (do not edit)","Content type","Element type","Source language (EN)","Target language (ZH)"
"{""contentId"":""db43932c-3eae-41b5-9614-8d3311aa65f2"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""db43932c-3eae-41b5-9614-8d3311aa65f2"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""db43932c-3eae-41b5-9614-8d3311aa65f2"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","action circle1.jpeg","Action Circle"
"{""contentId"":""dba36890-616c-456e-a5d7-0b05f6a39991"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_e7a346d4738443b1b98d5ec6d3bfddc0~mv2.png","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""dba36890-616c-456e-a5d7-0b05f6a39991"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""dba36890-616c-456e-a5d7-0b05f6a39991"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""dba36890-616c-456e-a5d7-0b05f6a39991"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","IMG_0799 2.heic","IMG_0799 2.heic"
"{""contentId"":""de24ae0a-de6f-4132-8535-f1608fcffb23"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""letter-spacing:normal""><span style=""font-size:26px"">Information Processing</span></span></p>","<p class=""font_4"" style=""font-size:26px; line-height:normal; text-align:center""><span style=""letter-spacing:normal""><span style=""font-size:26px"">資訊處理</span></span></p>"
"{""contentId"":""de3a9c18-1002-4695-a284-5df529efe57f"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_0"" style=""font-size: 54px; line-height: normal; text-align: center;""><span style=""font-size:54px;""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">SDG 10&nbsp;<br />
Reduced Inequalities</span></span></span></span></h2>","<h2 class=""font_0"" style=""font-size: 54px; line-height: normal; text-align: center;""><span style=""font-size:54px;""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">永續發展目標10<br>減少不平等</span></span></span></span></h2>"
"{""contentId"":""de768afc-a382-41f8-b75a-5c00e4318546"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_16d8c923dc794eb38431bcc443a11a3d~mv2.png","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""de768afc-a382-41f8-b75a-5c00e4318546"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""de768afc-a382-41f8-b75a-5c00e4318546"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""de768afc-a382-41f8-b75a-5c00e4318546"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","Screenshot 2024-06-08 at 2.35.01 PM.png","截圖 2024-06-08 2.35.01 PM.png"
"{""contentId"":""de8bd2ba-72dd-4b42-bb2b-24a734ee4128"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<blockquote class=""font_6"" style=""font-size:20px; line-height:1.8em; text-align:center""><span style=""font-size:20px"">refers to the use of words that have some reference to a physical or visible disability.&nbsp; For example, some use the expression &ldquo;the blind leading the blind&rdquo; to refer to people who do not know what they are doing.</span></blockquote>",
"{""contentId"":""df18515b-139c-4ac6-8db6-29786578c689"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_664059ce826a486c86ae21c4862f49bc~mv2.jpg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""df18515b-139c-4ac6-8db6-29786578c689"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""df18515b-139c-4ac6-8db6-29786578c689"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""df18515b-139c-4ac6-8db6-29786578c689"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","DSC06457 2.jpg","DSC06457 2.jpg"
"{""contentId"":""e056d6f9-f2d5-433c-acaa-772d73260ce0"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_8"" style=""font-size:18px; text-align:center""><span style=""color:#FFFFFF;"">At the institutional level, reforms such as the development and implementation of Diversity, Equity, and Inclusive policies and adaptive supports are essential for breaking down the barriers that have long hindered the potential and participation of neurodiverse individuals.&nbsp; These reforms can take many forms to create more equitable access to all. &nbsp; Yet, if these efforts are not complemented by awareness-raising initiatives and reach a broader societal change, the progress made through institutional reforms may remain constrained within the confines of organizations, as neurodiverse individuals could still face challenges in accessing opportunities in the wider community.</span></p>","<p class=""font_8"" style=""font-size:18px; text-align:center""><span style=""color:#FFFFFF;"">在製度層面，制定和實施多樣性、公平和包容性政策以及適應性支持等改革對於打破長期以來阻礙神經多樣性個體發揮潛力和參與的障礙至關重要。這些改革可以採取多種形式，為所有人創造更公平的機會。然而，如果這些努力沒有得到提高認識舉措的補充並實現更廣泛的社會變革，那麼透過機構改革取得的進展可能仍然受到組織範圍內的限制，因為神經多樣化的個人在獲得更廣泛的社區機會方面仍然可能面臨挑戰。</span></p>"
"{""contentId"":""e0b38a5a-cce9-442c-939c-b7d089b3a478"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h2 class=""font_0"" style=""font-size:56px; line-height:normal; text-align:center""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">Our Board of Executive Directors</span></span></span></span></h2>","<h2 class=""font_0"" style=""font-size:56px; line-height:normal; text-align:center""><span style=""color:#0F2C93""><span style=""font-weight:bold""><span style=""letter-spacing:normal""><span style=""font-size:56px"">我們的執行董事會</span></span></span></span></h2>"
"{""contentId"":""e0e14892-1035-4383-93e0-05909aaba53c"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<ul class=""font_8"" style=""font-size:16px"">
	<li style=""line-height:1.5em"">
	<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">providing trusted and behind-the-scenes support to ensure the long - term impact &amp; sustainability.&nbsp;</span></p>
	</li>
	<li style=""line-height:1.5em"">
	<p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">participate alone or in group, online or offline, in flexible ways.</span></p>
	</li>
</ul>","<ul class=""font_8"" style=""font-size:16px"">
	<li style=""line-height:1.5em""><p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">提供值得信賴的幕後支持，以確保長期影響和永續性。</span></p></li><li style=""line-height:1.5em""><p class=""font_8"" style=""font-size:16px; line-height:1.5em""><span style=""font-size:16px"">單獨或集體、線上或線下，方式靈活。</span></p></li>
</ul>"
"{""contentId"":""e102b29a-2af7-422a-8031-635432e9d5c2"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_e8b6d81046004c87a36270ceb9c4f462~mv2.jpg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""e102b29a-2af7-422a-8031-635432e9d5c2"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""e102b29a-2af7-422a-8031-635432e9d5c2"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""e102b29a-2af7-422a-8031-635432e9d5c2"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","MMW-924.JPG","MMW-924.JPG"
"{""contentId"":""e120d449-b333-49cd-84dd-71ce671f987f"",""fieldId"":""compFeatures.wPhoto.data.uri"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","1af91d_47bbe5f364024bc4acd2b6213e79c1de~mv2.jpg","8a7c18_392d4f5441d94d88b9b6500c7c9f5121~mv2.jpg"
"{""contentId"":""e120d449-b333-49cd-84dd-71ce671f987f"",""fieldId"":""compFeatures.wPhoto.data.title"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""e120d449-b333-49cd-84dd-71ce671f987f"",""fieldId"":""compFeatures.wPhoto.data.description"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto",,
"{""contentId"":""e120d449-b333-49cd-84dd-71ce671f987f"",""fieldId"":""compFeatures.wPhoto.data.alt"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WPhoto","Screenshot 2024-06-07 at 11.39_edited.jpg","螢幕截圖 2024-06-07 11.39_edited.jpg"
"{""contentId"":""e1d5abe8-3bea-43d8-8bb4-dbe60c0c3b2a"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<h1 class=""font_0"" style=""font-size:52px; line-height:1.2em; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-size:52px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">Neurodiversity<br />
Myths</span></span></span></span></h1>","<h1 class=""font_0"" style=""font-size:52px; line-height:1.2em; text-align:center""><span style=""color:#FFFFFF;""><span style=""font-size:52px""><span style=""font-weight:bold""><span style=""letter-spacing:normal"">神經多樣性<br>神話</span></span></span></span></h1>"
"{""contentId"":""e1d6aeb3-e68b-417c-ad93-80797c28a777"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_7"" style=""text-align:center"">We are consolidating the list of schools who have indicated their interests and support to the neurodiversity movement. &nbsp;</p>

<p class=""font_7"" style=""text-align:center"">&nbsp;</p>

<p class=""font_7"" style=""text-align:center"">Stay tuned for the update!&nbsp;<span class=""wixGuard"">​</span></p>","<p class=""font_7"" style=""text-align:center"">我們正在整合對<a href=""https://www.facebook.com/hashtag/%E8%85%A6%E5%8A%9B%E5%A4%9A%E5%85%83%E5%8C%96?__eep__=6&amp;__cft__[0]=AZWD4e4ahAY30jKcpAZgHJ0XbZrQQFUlbQ1uSWcx8_WDgoV9H1GyzsThGwHEicgUVk7ZGOequCBcHH70XvFFRAoUPiSyEpQyqGzDjsTHRFSga-DBWvMKq88iaVfQpiTovOOe0yH5TW59Y8dHlgfqk5serDFaRjZ3GR3QGbKb5rNbkA&amp;__tn__=*NK-R"">腦力多元化</a>運動表示興趣和支持的學校名單。</p>

<p class=""font_7"" style=""text-align:center"">&nbsp;</p>

<p class=""font_7"" style=""text-align:center"">請繼續關注更新</p>"
"{""contentId"":""e1de142a-141b-434c-8f71-7eec1358ca7f"",""fieldId"":""menu"",""sequencePath"":[]}","TEXT","document.api.MenuService.Menu","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>Home</label><items/></items><items><label>Our Team</label><items><items><label>Our History</label><items/></items><items><label>Our Board of Directors</label><items/></items><items><label>Our Board of Advisors</label><items/></items><items><label>Our Consultant</label><items/></items><items><label>Our Supporters</label><items/></items></items></items><items><label>Our Journey</label><items><items><label>Our Approach</label><items/></items><items><label>Our Activities</label><items/></items></items></items><items><label>Our Academy</label><items><items><label>Our Framework</label><items/></items><items><label>Our SDG Basis</label><items/></items><items><label>Neurodiversity Myths</label><items/></items><items><label>Neurodiversity Vocabulary</label><items/></items></items></items><items><label>Our Resouces</label><items/></items><items><label>Get Involved</label><items/></items><items><label>My Account</label><items/></items><items><label>My Subscriptions</label><items/></items></items></menu>","<?xml version='1.1' encoding='UTF-8'?><menu><items><items><label>家</label><items/></items><items><label>我們的隊伍</label><items><items><label>我們的歷史</label><items/></items><items><label>我們的董事會</label><items/></items><items><label>我們的顧問委員會</label><items/></items><items><label>我們的顧問</label><items/></items><items><label>我們的支持者</label><items/></items></items></items><items><label>我們的旅程</label><items><items><label>我們的方法</label><items/></items><items><label>我們的活動</label><items/></items></items></items><items><label>我們的學院</label><items><items><label>我們的框架</label><items/></items><items><label>我們的永續發展目標基礎</label><items/></items><items><label>神經多樣性神話</label><items/></items><items><label>神經多樣性詞彙</label><items/></items></items></items><items><label>我們的資源</label><items/></items><items><label>參與其中</label><items/></items><items><label>我的帳戶</label><items/></items><items><label>我的訂閱</label><items/></items></items></menu>"
"{""contentId"":""e1f3ab23-1bec-4f93-8969-8c83d5cf28aa"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_7"" style=""text-align:center"">We are consolidating the list of schools who have indicated their interests and support to the neurodiversity movement. &nbsp;</p>

<p class=""font_7"" style=""text-align:center"">&nbsp;</p>

<p class=""font_7"" style=""text-align:center"">Stay tuned for the update!&nbsp;<span class=""wixGuard"">​</span></p>","<p class=""font_7"" style=""text-align:center"">我們正在整合對腦力多元運動表示興趣和支持的學校名單。</p>

<p class=""font_7"" style=""text-align:center"">&nbsp;</p>

<p class=""font_7"" style=""text-align:center"">請繼續關注更新</p>"
"{""contentId"":""e3fadbf9-ad0d-42ca-9232-463c11962d55"",""fieldId"":""compFeatures.stylableButton.data.label"",""sequencePath"":[]}","TEXT","wixui.StylableButton","Join Us","加入我們"
"{""contentId"":""e44ac48a-8776-4df5-a344-948f60e61fe4"",""fieldId"":""compFeatures.wRichText.data.styledText.text"",""sequencePath"":[]}","TEXT","wysiwyg.viewer.components.WRichText","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Public Seminar at&nbsp;</span></p>

<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">Chinese University of HK</span></p>","<p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">公開研討會於</span></p><p class=""font_5"" style=""font-size:20px""><span style=""font-size:20px"">香港中文大學</span></p>"
